,value,min,max,dsc,sym,dev,timestamp
1,987.9787263525518,300,1100,Barometer,hPa,BME680,1614562846.2850134
2,23.92074830896077,0,100,Hygrometer,%,BME680,1614562846.2850134
3,328.139,300000,1100000,VOC,KOhm,BME680,1614562846.2850134
0,28.472578125,-40,85,Thermometer,°c,BME680,1614562907.151618
1,988.0114487116931,300,1100,Barometer,hPa,BME680,1614562907.151618
2,23.92395614734081,0,100,Hygrometer,%,BME680,1614562907.151618
3,328.759,300000,1100000,VOC,KOhm,BME680,1614562907.151618
0,28.4425,-40,85,Thermometer,°c,BME680,1614562967.9802387
1,988.0506781823315,300,1100,Barometer,hPa,BME680,1614562967.9802387
2,23.921797777046727,0,100,Hygrometer,%,BME680,1614562967.9802387
3,327.83,300000,1100000,VOC,KOhm,BME680,1614562967.9802387
0,28.42609375,-40,85,Thermometer,°c,BME680,1614563028.8302417
1,988.0937105302229,300,1100,Barometer,hPa,BME680,1614563028.8302417
2,23.898934758335127,0,100,Hygrometer,%,BME680,1614563028.8302417
3,329.694,300000,1100000,VOC,KOhm,BME680,1614563028.8302417
0,28.4122265625,-40,85,Thermometer,°c,BME680,1614563089.7110174
1,988.1248543670746,300,1100,Barometer,hPa,BME680,1614563089.7110174
2,23.88709955088945,0,100,Hygrometer,%,BME680,1614563089.7110174
3,329.694,300000,1100000,VOC,KOhm,BME680,1614563089.7110174
0,28.3925,-40,85,Thermometer,°c,BME680,1614563150.5761447
1,988.1450431969705,300,1100,Barometer,hPa,BME680,1614563150.5761447
2,23.912789864758647,0,100,Hygrometer,%,BME680,1614563150.5761447
3,327.521,300000,1100000,VOC,KOhm,BME680,1614563150.5761447
0,28.374140625,-40,85,Thermometer,°c,BME680,1614563211.4439437
1,988.1462182967474,300,1100,Barometer,hPa,BME680,1614563211.4439437
2,23.933159366577915,0,100,Hygrometer,%,BME680,1614563211.4439437
3,330.635,300000,1100000,VOC,KOhm,BME680,1614563211.4439437
0,28.3477734375,-40,85,Thermometer,°c,BME680,1614563272.3302495
1,988.1277803973545,300,1100,Barometer,hPa,BME680,1614563272.3302495
2,23.96380103552408,0,100,Hygrometer,%,BME680,1614563272.3302495
3,329.694,300000,1100000,VOC,KOhm,BME680,1614563272.3302495
0,28.317890625,-40,85,Thermometer,°c,BME680,1614563333.1802418
1,988.1073523301573,300,1100,Barometer,hPa,BME680,1614563333.1802418
2,23.99961798056284,0,100,Hygrometer,%,BME680,1614563333.1802418
3,329.694,300000,1100000,VOC,KOhm,BME680,1614563333.1802418
0,28.283125,-40,85,Thermometer,°c,BME680,1614563394.061093
1,988.0598741149371,300,1100,Barometer,hPa,BME680,1614563394.061093
2,24.07307020013744,0,100,Hygrometer,%,BME680,1614563394.061093
3,330.321,300000,1100000,VOC,KOhm,BME680,1614563394.061093
0,28.245234375,-40,85,Thermometer,°c,BME680,1614563454.9518363
1,987.9986815416087,300,1100,Barometer,hPa,BME680,1614563454.9518363
2,24.086619632721593,0,100,Hygrometer,%,BME680,1614563454.9518363
3,332.214,300000,1100000,VOC,KOhm,BME680,1614563454.9518363
0,28.2075390625,-40,85,Thermometer,°c,BME680,1614563515.8202906
1,987.9554209386654,300,1100,Barometer,hPa,BME680,1614563515.8202906
2,24.132748467792563,0,100,Hygrometer,%,BME680,1614563515.8202906
3,330.949,300000,1100000,VOC,KOhm,BME680,1614563515.8202906
0,28.1555859375,-40,85,Thermometer,°c,BME680,1614563576.915694
1,987.9215181745399,300,1100,Barometer,hPa,BME680,1614563576.915694
2,24.210437687085626,0,100,Hygrometer,%,BME680,1614563576.915694
3,331.897,300000,1100000,VOC,KOhm,BME680,1614563576.915694
0,28.1126171875,-40,85,Thermometer,°c,BME680,1614563637.7937882
1,987.906988059447,300,1100,Barometer,hPa,BME680,1614563637.7937882
2,24.25621108129542,0,100,Hygrometer,%,BME680,1614563637.7937882
3,331.897,300000,1100000,VOC,KOhm,BME680,1614563637.7937882
0,28.071796875,-40,85,Thermometer,°c,BME680,1614563698.6370394
1,987.8887735264536,300,1100,Barometer,hPa,BME680,1614563698.6370394
2,24.2586862447833,0,100,Hygrometer,%,BME680,1614563698.6370394
3,333.169,300000,1100000,VOC,KOhm,BME680,1614563698.6370394
0,28.0333203125,-40,85,Thermometer,°c,BME680,1614563759.512474
1,987.8442770211369,300,1100,Barometer,hPa,BME680,1614563759.512474
2,24.31565875656371,0,100,Hygrometer,%,BME680,1614563759.512474
3,333.808,300000,1100000,VOC,KOhm,BME680,1614563759.512474
0,27.997578125,-40,85,Thermometer,°c,BME680,1614563820.386199
1,987.7987829971712,300,1100,Barometer,hPa,BME680,1614563820.386199
2,24.36197506482639,0,100,Hygrometer,%,BME680,1614563820.386199
3,334.772,300000,1100000,VOC,KOhm,BME680,1614563820.386199
0,27.95890625,-40,85,Thermometer,°c,BME680,1614563881.3431392
1,987.7522165102127,300,1100,Barometer,hPa,BME680,1614563881.3431392
2,24.370035841023096,0,100,Hygrometer,%,BME680,1614563881.3431392
3,333.488,300000,1100000,VOC,KOhm,BME680,1614563881.3431392
0,27.92453125,-40,85,Thermometer,°c,BME680,1614563942.2096684
1,987.7071042795076,300,1100,Barometer,hPa,BME680,1614563942.2096684
2,24.405587594646143,0,100,Hygrometer,%,BME680,1614563942.2096684
3,333.808,300000,1100000,VOC,KOhm,BME680,1614563942.2096684
0,27.89171875,-40,85,Thermometer,°c,BME680,1614564003.080237
1,987.6662042699254,300,1100,Barometer,hPa,BME680,1614564003.080237
2,24.430383692129684,0,100,Hygrometer,%,BME680,1614564003.080237
3,336.391,300000,1100000,VOC,KOhm,BME680,1614564003.080237
0,27.851484375,-40,85,Thermometer,°c,BME680,1614564063.9638996
1,987.6436066030392,300,1100,Barometer,hPa,BME680,1614564063.9638996
2,24.49814874905402,0,100,Hygrometer,%,BME680,1614564063.9638996
3,334.772,300000,1100000,VOC,KOhm,BME680,1614564063.9638996
0,27.8175,-40,85,Thermometer,°c,BME680,1614564124.8302217
1,987.644899841029,300,1100,Barometer,hPa,BME680,1614564124.8302217
2,24.528307883953556,0,100,Hygrometer,%,BME680,1614564124.8302217
3,334.45,300000,1100000,VOC,KOhm,BME680,1614564124.8302217
0,27.7758984375,-40,85,Thermometer,°c,BME680,1614564185.7163863
1,987.6412831801706,300,1100,Barometer,hPa,BME680,1614564185.7163863
2,24.55791375760045,0,100,Hygrometer,%,BME680,1614564185.7163863
3,335.742,300000,1100000,VOC,KOhm,BME680,1614564185.7163863
0,27.7344921875,-40,85,Thermometer,°c,BME680,1614564246.6102464
1,987.6397269117829,300,1100,Barometer,hPa,BME680,1614564246.6102464
2,24.614747729437006,0,100,Hygrometer,%,BME680,1614564246.6102464
3,336.717,300000,1100000,VOC,KOhm,BME680,1614564246.6102464
0,27.70265625,-40,85,Thermometer,°c,BME680,1614564307.4924653
1,987.6338070749474,300,1100,Barometer,hPa,BME680,1614564307.4924653
2,24.634190088251238,0,100,Hygrometer,%,BME680,1614564307.4924653
3,337.043,300000,1100000,VOC,KOhm,BME680,1614564307.4924653
0,27.6751171875,-40,85,Thermometer,°c,BME680,1614564368.3302386
1,987.608210514672,300,1100,Barometer,hPa,BME680,1614564368.3302386
2,24.637617433360187,0,100,Hygrometer,%,BME680,1614564368.3302386
3,337.698,300000,1100000,VOC,KOhm,BME680,1614564368.3302386
0,27.649140625,-40,85,Thermometer,°c,BME680,1614564429.1902277
1,987.5709771692191,300,1100,Barometer,hPa,BME680,1614564429.1902277
2,24.652045610619727,0,100,Hygrometer,%,BME680,1614564429.1902277
3,338.355,300000,1100000,VOC,KOhm,BME680,1614564429.1902277
0,27.616328125,-40,85,Thermometer,°c,BME680,1614564490.0723119
1,987.5335837883946,300,1100,Barometer,hPa,BME680,1614564490.0723119
2,24.69863948657104,0,100,Hygrometer,%,BME680,1614564490.0723119
3,339.345,300000,1100000,VOC,KOhm,BME680,1614564490.0723119
0,27.5950390625,-40,85,Thermometer,°c,BME680,1614564551.0804234
1,987.4949008614296,300,1100,Barometer,hPa,BME680,1614564551.0804234
2,24.691634059772124,0,100,Hygrometer,%,BME680,1614564551.0804234
3,339.345,300000,1100000,VOC,KOhm,BME680,1614564551.0804234
0,27.5673046875,-40,85,Thermometer,°c,BME680,1614564611.9387035
1,987.4549099729811,300,1100,Barometer,hPa,BME680,1614564611.9387035
2,24.74405381300381,0,100,Hygrometer,%,BME680,1614564611.9387035
3,339.677,300000,1100000,VOC,KOhm,BME680,1614564611.9387035
0,27.53,-40,85,Thermometer,°c,BME680,1614564672.8302708
1,987.4403973660618,300,1100,Barometer,hPa,BME680,1614564672.8302708
2,24.833926933313727,0,100,Hygrometer,%,BME680,1614564672.8302708
3,341.009,300000,1100000,VOC,KOhm,BME680,1614564672.8302708
0,27.499921875,-40,85,Thermometer,°c,BME680,1614564733.7175138
1,987.4301768371317,300,1100,Barometer,hPa,BME680,1614564733.7175138
2,24.842611661465593,0,100,Hygrometer,%,BME680,1614564733.7175138
3,341.344,300000,1100000,VOC,KOhm,BME680,1614564733.7175138
0,27.4743359375,-40,85,Thermometer,°c,BME680,1614564794.5802405
1,987.434043238841,300,1100,Barometer,hPa,BME680,1614564794.5802405
2,24.84072801619913,0,100,Hygrometer,%,BME680,1614564794.5802405
3,342.015,300000,1100000,VOC,KOhm,BME680,1614564794.5802405
0,27.4579296875,-40,85,Thermometer,°c,BME680,1614564855.4805806
1,987.4241445336136,300,1100,Barometer,hPa,BME680,1614564855.4805806
2,24.823174234933035,0,100,Hygrometer,%,BME680,1614564855.4805806
3,341.679,300000,1100000,VOC,KOhm,BME680,1614564855.4805806
0,27.45109375,-40,85,Thermometer,°c,BME680,1614564916.393656
1,987.3940549212291,300,1100,Barometer,hPa,BME680,1614564916.393656
2,24.822671417025095,0,100,Hygrometer,%,BME680,1614564916.393656
3,342.689,300000,1100000,VOC,KOhm,BME680,1614564916.393656
0,27.4255078125,-40,85,Thermometer,°c,BME680,1614564977.2102504
1,987.3486296000555,300,1100,Barometer,hPa,BME680,1614564977.2102504
2,24.902534079348417,0,100,Hygrometer,%,BME680,1614564977.2102504
3,343.027,300000,1100000,VOC,KOhm,BME680,1614564977.2102504
0,27.3962109375,-40,85,Thermometer,°c,BME680,1614565038.0802433
1,987.2991429531024,300,1100,Barometer,hPa,BME680,1614565038.0802433
2,24.933083335487733,0,100,Hygrometer,%,BME680,1614565038.0802433
3,343.027,300000,1100000,VOC,KOhm,BME680,1614565038.0802433
0,27.3680859375,-40,85,Thermometer,°c,BME680,1614565098.9649508
1,987.2356548927492,300,1100,Barometer,hPa,BME680,1614565098.9649508
2,24.97462975573582,0,100,Hygrometer,%,BME680,1614565098.9649508
3,344.727,300000,1100000,VOC,KOhm,BME680,1614565098.9649508
0,27.3454296875,-40,85,Thermometer,°c,BME680,1614565159.920892
1,987.1842689241281,300,1100,Barometer,hPa,BME680,1614565159.920892
2,24.96750253629573,0,100,Hygrometer,%,BME680,1614565159.920892
3,344.386,300000,1100000,VOC,KOhm,BME680,1614565159.920892
0,27.324921875,-40,85,Thermometer,°c,BME680,1614565220.780223
1,987.1450548543933,300,1100,Barometer,hPa,BME680,1614565220.780223
2,25.025982292256813,0,100,Hygrometer,%,BME680,1614565220.780223
3,344.386,300000,1100000,VOC,KOhm,BME680,1614565220.780223
0,27.3063671875,-40,85,Thermometer,°c,BME680,1614565281.671284
1,987.1159453115094,300,1100,Barometer,hPa,BME680,1614565281.671284
2,25.02460930923079,0,100,Hygrometer,%,BME680,1614565281.671284
3,344.386,300000,1100000,VOC,KOhm,BME680,1614565281.671284
0,27.287421875,-40,85,Thermometer,°c,BME680,1614565342.5516648
1,987.0809435561046,300,1100,Barometer,hPa,BME680,1614565342.5516648
2,25.034117621825832,0,100,Hygrometer,%,BME680,1614565342.5516648
3,345.755,300000,1100000,VOC,KOhm,BME680,1614565342.5516648
0,27.2758984375,-40,85,Thermometer,°c,BME680,1614565403.4416802
1,987.0505465131083,300,1100,Barometer,hPa,BME680,1614565403.4416802
2,25.04963100271204,0,100,Hygrometer,%,BME680,1614565403.4416802
3,346.099,300000,1100000,VOC,KOhm,BME680,1614565403.4416802
0,27.26671875,-40,85,Thermometer,°c,BME680,1614565464.3302333
1,987.0062287898102,300,1100,Barometer,hPa,BME680,1614565464.3302333
2,25.032585667592496,0,100,Hygrometer,%,BME680,1614565464.3302333
3,344.727,300000,1100000,VOC,KOhm,BME680,1614565464.3302333
0,27.255390625,-40,85,Thermometer,°c,BME680,1614565525.1802528
1,986.9726199611977,300,1100,Barometer,hPa,BME680,1614565525.1802528
2,25.042657508206663,0,100,Hygrometer,%,BME680,1614565525.1802528
3,347.483,300000,1100000,VOC,KOhm,BME680,1614565525.1802528
0,27.2481640625,-40,85,Thermometer,°c,BME680,1614565586.3302045
1,986.9560043341792,300,1100,Barometer,hPa,BME680,1614565586.3302045
2,25.025758416403246,0,100,Hygrometer,%,BME680,1614565586.3302045
3,346.79,300000,1100000,VOC,KOhm,BME680,1614565586.3302045
0,27.2313671875,-40,85,Thermometer,°c,BME680,1614565647.1802588
1,986.9349342801563,300,1100,Barometer,hPa,BME680,1614565647.1802588
2,25.068156901678435,0,100,Hygrometer,%,BME680,1614565647.1802588
3,347.83,300000,1100000,VOC,KOhm,BME680,1614565647.1802588
0,27.2190625,-40,85,Thermometer,°c,BME680,1614565708.080284
1,986.912112661111,300,1100,Barometer,hPa,BME680,1614565708.080284
2,25.067245669895378,0,100,Hygrometer,%,BME680,1614565708.080284
3,347.483,300000,1100000,VOC,KOhm,BME680,1614565708.080284
0,27.2016796875,-40,85,Thermometer,°c,BME680,1614565768.96683
1,986.8778061416798,300,1100,Barometer,hPa,BME680,1614565768.96683
2,25.120525449991476,0,100,Hygrometer,%,BME680,1614565768.96683
3,349.578,300000,1100000,VOC,KOhm,BME680,1614565768.96683
0,27.18703125,-40,85,Thermometer,°c,BME680,1614565829.830273
1,986.8460298834887,300,1100,Barometer,hPa,BME680,1614565829.830273
2,25.119438948522106,0,100,Hygrometer,%,BME680,1614565829.830273
3,349.93,300000,1100000,VOC,KOhm,BME680,1614565829.830273
0,27.1696484375,-40,85,Thermometer,°c,BME680,1614565890.710097
1,986.8134840405093,300,1100,Barometer,hPa,BME680,1614565890.710097
2,25.13452293173155,0,100,Hygrometer,%,BME680,1614565890.710097
3,348.877,300000,1100000,VOC,KOhm,BME680,1614565890.710097
0,27.137421875,-40,85,Thermometer,°c,BME680,1614565951.6619258
1,986.7805274407349,300,1100,Barometer,hPa,BME680,1614565951.6619258
2,25.22494354883351,0,100,Hygrometer,%,BME680,1614565951.6619258
3,350.636,300000,1100000,VOC,KOhm,BME680,1614565951.6619258
0,27.124921875,-40,85,Thermometer,°c,BME680,1614566012.5501623
1,986.7398068646638,300,1100,Barometer,hPa,BME680,1614566012.5501623
2,25.20763087224162,0,100,Hygrometer,%,BME680,1614566012.5501623
3,350.283,300000,1100000,VOC,KOhm,BME680,1614566012.5501623
0,27.1387890625,-40,85,Thermometer,°c,BME680,1614566073.4202182
1,986.6929409125795,300,1100,Barometer,hPa,BME680,1614566073.4202182
2,25.061303674077227,0,100,Hygrometer,%,BME680,1614566073.4202182
3,349.93,300000,1100000,VOC,KOhm,BME680,1614566073.4202182
0,27.1141796875,-40,85,Thermometer,°c,BME680,1614566134.3109043
1,986.643785506794,300,1100,Barometer,hPa,BME680,1614566134.3109043
2,25.21775340145994,0,100,Hygrometer,%,BME680,1614566134.3109043
3,349.93,300000,1100000,VOC,KOhm,BME680,1614566134.3109043
0,27.1141796875,-40,85,Thermometer,°c,BME680,1614566195.197462
1,986.6068389554463,300,1100,Barometer,hPa,BME680,1614566195.197462
2,25.179532975284985,0,100,Hygrometer,%,BME680,1614566195.197462
3,351.344,300000,1100000,VOC,KOhm,BME680,1614566195.197462
0,27.118671875,-40,85,Thermometer,°c,BME680,1614566256.080221
1,986.5769376993891,300,1100,Barometer,hPa,BME680,1614566256.080221
2,25.33828157459995,0,100,Hygrometer,%,BME680,1614566256.080221
3,350.283,300000,1100000,VOC,KOhm,BME680,1614566256.080221
0,27.13078125,-40,85,Thermometer,°c,BME680,1614566316.9402268
1,986.5325908357642,300,1100,Barometer,hPa,BME680,1614566316.9402268
2,25.4649630234098,0,100,Hygrometer,%,BME680,1614566316.9402268
3,349.93,300000,1100000,VOC,KOhm,BME680,1614566316.9402268
0,27.1690625,-40,85,Thermometer,°c,BME680,1614566377.830238
1,986.4800170780373,300,1100,Barometer,hPa,BME680,1614566377.830238
2,25.604696687809675,0,100,Hygrometer,%,BME680,1614566377.830238
3,350.283,300000,1100000,VOC,KOhm,BME680,1614566377.830238
0,27.2040234375,-40,85,Thermometer,°c,BME680,1614566438.6788542
1,986.4380610262149,300,1100,Barometer,hPa,BME680,1614566438.6788542
2,25.62376694440183,0,100,Hygrometer,%,BME680,1614566438.6788542
3,351.344,300000,1100000,VOC,KOhm,BME680,1614566438.6788542
0,27.2262890625,-40,85,Thermometer,°c,BME680,1614566499.5537977
1,986.404345763593,300,1100,Barometer,hPa,BME680,1614566499.5537977
2,25.65832350589448,0,100,Hygrometer,%,BME680,1614566499.5537977
3,350.99,300000,1100000,VOC,KOhm,BME680,1614566499.5537977
0,27.2395703125,-40,85,Thermometer,°c,BME680,1614566560.439799
1,986.3829361467177,300,1100,Barometer,hPa,BME680,1614566560.439799
2,25.785431855001185,0,100,Hygrometer,%,BME680,1614566560.439799
3,350.636,300000,1100000,VOC,KOhm,BME680,1614566560.439799
0,27.2641796875,-40,85,Thermometer,°c,BME680,1614566621.7474546
1,986.363446476438,300,1100,Barometer,hPa,BME680,1614566621.7474546
2,25.748904834098784,0,100,Hygrometer,%,BME680,1614566621.7474546
3,350.283,300000,1100000,VOC,KOhm,BME680,1614566621.7474546
0,27.294453125,-40,85,Thermometer,°c,BME680,1614566682.6333387
1,986.3387530673344,300,1100,Barometer,hPa,BME680,1614566682.6333387
2,25.86093642542849,0,100,Hygrometer,%,BME680,1614566682.6333387
3,349.93,300000,1100000,VOC,KOhm,BME680,1614566682.6333387
0,27.3438671875,-40,85,Thermometer,°c,BME680,1614566743.5208778
1,986.3229367941906,300,1100,Barometer,hPa,BME680,1614566743.5208778
2,25.711072735339478,0,100,Hygrometer,%,BME680,1614566743.5208778
3,348.877,300000,1100000,VOC,KOhm,BME680,1614566743.5208778
0,27.395625,-40,85,Thermometer,°c,BME680,1614566804.3977733
1,986.2984600132244,300,1100,Barometer,hPa,BME680,1614566804.3977733
2,25.72596330037096,0,100,Hygrometer,%,BME680,1614566804.3977733
3,347.83,300000,1100000,VOC,KOhm,BME680,1614566804.3977733
0,27.444453125,-40,85,Thermometer,°c,BME680,1614566865.2712417
1,986.2781773195507,300,1100,Barometer,hPa,BME680,1614566865.2712417
2,25.82843825846888,0,100,Hygrometer,%,BME680,1614566865.2712417
3,347.83,300000,1100000,VOC,KOhm,BME680,1614566865.2712417
0,27.4856640625,-40,85,Thermometer,°c,BME680,1614566926.1713297
1,986.2705893300927,300,1100,Barometer,hPa,BME680,1614566926.1713297
2,25.820595796528544,0,100,Hygrometer,%,BME680,1614566926.1713297
3,347.136,300000,1100000,VOC,KOhm,BME680,1614566926.1713297
0,27.5212109375,-40,85,Thermometer,°c,BME680,1614566987.0802236
1,986.2541171137476,300,1100,Barometer,hPa,BME680,1614566987.0802236
2,25.944134965903608,0,100,Hygrometer,%,BME680,1614566987.0802236
3,346.444,300000,1100000,VOC,KOhm,BME680,1614566987.0802236
0,27.553046875,-40,85,Thermometer,°c,BME680,1614567047.9249923
1,986.244146559155,300,1100,Barometer,hPa,BME680,1614567047.9249923
2,25.957559928003537,0,100,Hygrometer,%,BME680,1614567047.9249923
3,346.099,300000,1100000,VOC,KOhm,BME680,1614567047.9249923
0,27.5864453125,-40,85,Thermometer,°c,BME680,1614567108.815228
1,986.2313368676323,300,1100,Barometer,hPa,BME680,1614567108.815228
2,25.960114985740617,0,100,Hygrometer,%,BME680,1614567108.815228
3,343.027,300000,1100000,VOC,KOhm,BME680,1614567108.815228
0,27.6192578125,-40,85,Thermometer,°c,BME680,1614567169.703252
1,986.20703850498,300,1100,Barometer,hPa,BME680,1614567169.703252
2,25.984614588030375,0,100,Hygrometer,%,BME680,1614567169.703252
3,343.027,300000,1100000,VOC,KOhm,BME680,1614567169.703252
0,27.663984375,-40,85,Thermometer,°c,BME680,1614567230.5802119
1,986.1908331373264,300,1100,Barometer,hPa,BME680,1614567230.5802119
2,25.949559183012376,0,100,Hygrometer,%,BME680,1614567230.5802119
3,343.027,300000,1100000,VOC,KOhm,BME680,1614567230.5802119
0,27.708125,-40,85,Thermometer,°c,BME680,1614567291.4399412
1,986.1736988028409,300,1100,Barometer,hPa,BME680,1614567291.4399412
2,25.886987054227163,0,100,Hygrometer,%,BME680,1614567291.4399412
3,343.027,300000,1100000,VOC,KOhm,BME680,1614567291.4399412
0,27.7575390625,-40,85,Thermometer,°c,BME680,1614567352.3302224
1,986.1489639817405,300,1100,Barometer,hPa,BME680,1614567352.3302224
2,25.868783802119935,0,100,Hygrometer,%,BME680,1614567352.3302224
3,342.352,300000,1100000,VOC,KOhm,BME680,1614567352.3302224
0,27.810859375,-40,85,Thermometer,°c,BME680,1614567413.2002544
1,986.1461841285163,300,1100,Barometer,hPa,BME680,1614567413.2002544
2,25.86736238105082,0,100,Hygrometer,%,BME680,1614567413.2002544
3,341.679,300000,1100000,VOC,KOhm,BME680,1614567413.2002544
0,27.8598828125,-40,85,Thermometer,°c,BME680,1614567474.0802197
1,986.1683666642757,300,1100,Barometer,hPa,BME680,1614567474.0802197
2,25.86011817842487,0,100,Hygrometer,%,BME680,1614567474.0802197
3,343.027,300000,1100000,VOC,KOhm,BME680,1614567474.0802197
0,27.911640625,-40,85,Thermometer,°c,BME680,1614567534.9469588
